#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-14T02:16:50 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61400609e0de8	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/592/A70&tab:{J/A+A/592/A70/tablea6}&key:source=J/A+A/592/A70/tablea6&HTTPPRM:&
#-source=J/A+A/592/A70/tablea6
#-order=I
#-out=Element
#-out=lambda
#-out=<EW>
#-out=<A>
#-out=NLTE
#-out=EW(EPI)
#-out=EW(BOL)
#-out=EW(ULB)
#-out=EW(iSPEC)
#-out=A(EPI)
#-out=A(BOL)
#-out=A(ULB)
#-out=A(iSPEC)
#

#RESOURCE=yCat_35920070
#Name: J/A+A/592/A70
#Title: Gaia FGK stars: low-metallicities candidates (Hawkins+, 2016)
#Table	J_A_A_592_A70_tablea6:
#Name: J/A+A/592/A70/tablea6
#Title: HD 196892 Fe abundance measurements for each line and node
#Column	Element	(A3)	Element and Ion state	[ucd=phys.atmol.element]
#Column	lambda	(F7.2)	Wavelength of line used in the abundance determination	[ucd=em.wl;spect.line]
#Column	<EW>	(F6.3)	Mean Equivalent width from all nodes	[ucd=spect.line.eqWidth;stat.mean]
#Column	<A>	(F6.3)	Mean Fe abundance derived for that line across all nodes	[ucd=phys.abund.Fe;stat.mean]
#Column	NLTE	(F6.3)	? NLTE correction for that line (1)	[ucd=arith.factor]
#Column	EW(EPI)	(F7.3)	? Equivalent width obtained by the EPINARBO method (2)	[ucd=spect.line.eqWidth;meta.modelled]
#Column	EW(BOL)	(F7.3)	? Equivalent width obtained by the Bologna method (2)	[ucd=spect.line.eqWidth;meta.modelled]
#Column	EW(ULB)	(F7.3)	? Equivalent width obtained by the ULB method (2)	[ucd=spect.line.eqWidth;meta.modelled]
#Column	EW(iSPEC)	(F7.3)	? Equivalent width obtained by the iSPEC method (2)	[ucd=spect.line.eqWidth;meta.modelled]
#Column	A(EPI)	(F7.3)	? abundance obtained by the EPINARBO method (2)	[ucd=phys.abund.Fe]
#Column	A(BOL)	(F7.3)	? abundance obtained by the Bologna method (2)	[ucd=phys.abund.Fe]
#Column	A(ULB)	(F7.3)	? abundance obtained by the ULB method (2)	[ucd=phys.abund.Fe]
#Column	A(iSPEC)	(F7.3)	? abundance obtained by the iSPEC method (2)	[ucd=phys.abund.Fe]
Element|lambda|<EW>|<A>|NLTE|EW(EPI)|EW(BOL)|EW(ULB)|EW(iSPEC)|A(EPI)|A(BOL)|A(ULB)|A(iSPEC)
Fe1|5379.57|13.429| 6.452| 0.030| 13.100| 12.710| 14.535| 13.430|  6.419|       |  6.460|  6.477
Fe1|5389.48|30.286| 6.432| 0.030| 29.300| 29.110| 31.640| 30.410|  6.417|  6.370|  6.460|  6.480
Fe1|5398.28|21.886| 6.477| 0.030| 20.700| 21.510| 22.219| 23.080|  6.458|  6.439|  6.490|  6.519
Fe1|5466.40|25.958| 6.510| 0.030| 24.200| 25.710| 26.117| 26.860|  6.479|  6.478|  6.520|  6.562
Fe1|5473.90|26.190| 6.471| 0.030| 25.400| 25.710| 27.029| 25.900|  6.473|  6.441|  6.430|  6.541
Fe1|5522.45| 5.890| 6.521|      |       |       |  7.135|  5.760|       |       |  6.510|  6.532
Fe1|5543.94|14.240| 6.453| 0.030| 13.400| 13.810| 14.641| 15.140|  6.426|       |  6.460|  6.473
Fe1|5546.51|10.018| 6.560|      |  8.800|       |  9.746| 10.750|  6.527|       |  6.570|  6.582
Fe1|5560.21|10.850| 6.530|      |  9.000|       | 10.445| 12.830|  6.473|       |  6.540|  6.578
Fe1|5576.09|51.975| 6.430| 0.040| 50.400| 50.910| 54.084| 50.800|  6.399|  6.369|  6.460|  6.491
Fe1|5618.63| 9.230| 6.459|      |  8.200|       | 10.147|  9.860|  6.407|       |  6.480|  6.489
Fe1|5633.95|16.321| 6.460| 0.040|       | 16.410| 17.484| 15.410|       |       |  6.450|  6.470
Fe1|5638.26|23.273| 6.440| 0.030| 22.400| 23.210| 23.927| 22.490|  6.434|  6.416|  6.410|  6.500
Fe1|5662.52|36.605| 6.461| 0.030| 33.900| 34.910| 37.240| 38.810|  6.459|  6.444|  6.390|  6.553
Fe1|5679.02|12.042| 6.557| 0.030| 11.400| 11.810| 12.667| 11.490|  6.513|       |  6.560|  6.597
Fe1|5701.54|29.077| 6.452| 0.040| 27.500| 28.210| 28.360| 30.430|  6.443|  6.414|  6.450|  6.502
Fe1|5705.46| 7.321| 6.418|      |       |       |  6.415|  9.490|       |       |  6.440|  6.397
Fe1|5731.76|12.181| 6.572| 0.030| 11.400| 11.710| 12.425| 11.980|  6.533|       |  6.570|  6.613
Fe1|5956.69| 7.590| 6.574|      |  7.900|       |  7.882|  6.910|  6.560|       |  6.550|  6.612
Fe1|6136.99|15.576| 6.529| 0.040| 16.100| 15.910| 15.796| 15.300|  6.532|       |  6.510|  6.545
Fe1|6151.62| 8.265| 6.536|      |  8.200|       |  8.804|  8.030|  6.515|       |  6.540|  6.553
Fe1|6173.33|17.358| 6.519| 0.040| 16.900| 17.110| 17.267| 18.630|  6.510|       |  6.510|  6.536
Fe1|6200.31|19.371| 6.514| 0.040| 19.600| 19.910| 19.433| 18.710|  6.507|       |  6.490|  6.544
Fe1|6219.28|36.852| 6.520| 0.040| 37.300| 37.610| 36.235| 35.890|  6.533|  6.499|  6.500|  6.550
Fe1|6265.13|32.171| 6.524| 0.040| 32.800| 33.110| 32.196| 30.360|  6.533|  6.498|  6.510|  6.554
Fe1|6297.79|22.908| 6.523| 0.040| 22.900| 23.610| 22.447| 22.890|  6.533|  6.505|  6.510|  6.543
Fe1|6322.69|20.692| 6.506| 0.040| 21.000| 21.010| 20.753| 20.240|  6.518|  6.473|  6.500|  6.531
Fe1|6335.33|46.181| 6.458| 0.040| 46.700| 47.210| 46.792| 44.290|  6.460|  6.438|  6.450|  6.486
Fe1|6430.85|61.763| 6.563|      | 61.900| 61.710| 61.248| 61.330|  6.565|  6.545|  6.550|  6.594
Fe1|6481.87|13.416| 6.538| 0.040| 13.200| 13.610| 13.994| 12.810|  6.519|       |  6.540|  6.554
Fe1|6593.87|29.194| 6.522| 0.040| 28.600| 29.110| 28.222| 29.620|  6.538|  6.508|  6.520|  6.521
Fe1|6609.11|13.797| 6.510| 0.040| 13.700| 14.810| 14.324| 12.680|  6.507|       |  6.520|  6.503
Fe1|5883.82|16.036| 6.466|      | 15.300|       | 15.877| 18.320|  6.462|       |  6.470|
Fe1|5905.67|11.194| 6.413| 0.030| 12.100| 12.110| 12.015|  9.320|  6.407|       |  6.390|  6.443
Fe1|5930.18|36.185| 6.560| 0.040| 36.200| 36.410| 35.376| 37.340|  6.577|  6.549|  6.560|  6.555
Fe1|6003.01|25.605| 6.515| 0.030| 25.300| 25.610| 25.404| 27.060|  6.527|  6.493|  6.500|  6.541
Fe1|6079.01| 7.471| 6.531|      |  7.800|       |  8.119|  7.070|  6.519|       |  6.530|  6.545
Fe1|6165.36| 7.767| 6.499|      |  7.000|       |  8.196|  8.910|  6.455|       |  6.520|  6.522
Fe1|6187.99| 8.057| 6.481|      |  7.600|       |  8.437|  9.060|  6.451|       |  6.490|  6.503
Fe1|6315.81| 6.912| 6.504|      |  7.000|       |  6.790|  7.660|  6.524|       |  6.520|  6.469
Fe1|6496.47|15.504| 6.481| 0.040| 15.300| 14.610| 16.089| 16.370|  6.482|       |  6.500|  6.460
Fe1|6597.56| 7.221| 6.500|      |  6.400|       |  7.206|  8.310|  6.491|       |  6.540|  6.468
Fe1|6246.32|49.886| 6.398| 0.040| 49.500| 50.110| 50.208| 49.780|  6.396|  6.372|  6.390|  6.432
Fe1|6270.22| 8.018| 6.389|      |  9.000|       |  9.097|  7.370|  6.372|       |  6.360|  6.436
Fe1|6336.82|41.572| 6.405| 0.040| 41.500| 42.010| 42.855| 40.120|  6.400|  6.371|  6.410|  6.440
Fe1|6301.50|50.373| 6.393| 0.040| 49.800| 50.810| 51.137| 50.190|  6.384|  6.368|  6.400|  6.420
Fe1|5060.08| 6.982| 6.393|      |  8.800|       |  3.418| 10.470|  6.675|       |  6.210|  6.293
Fe1|5445.04|52.475| 6.443| 0.050| 50.400| 51.310| 54.409| 52.780|  6.406|  6.386|  6.480|  6.500
Fe2|4993.36|12.202| 6.451|      | 12.500| 11.910| 13.337| 12.130|  6.448|       |  6.470|  6.436
Fe2|5264.81|20.097| 6.495|      | 18.500| 20.110| 20.017| 21.360|  6.484|  6.476|  6.520|  6.500
Fe2|5414.07| 8.921| 6.489|      |  7.300|       |  8.872| 10.840|  6.445|       |  6.530|  6.491
Fe2|5425.26|14.607| 6.410|      |       | 14.110| 15.254| 15.070|       |       |  6.420|  6.400
Fe2|5534.85|30.040| 6.495|      |       | 29.510| 30.311| 29.570|       |  6.457|  6.520|  6.508
Fe2|6456.38|36.552| 6.543|      | 35.900| 37.010| 35.971| 36.530|  6.555|  6.536|  6.550|  6.532
Fe2|5991.38| 9.766| 6.533|      |  8.800|       |  9.368| 11.640|  6.518|       |  6.540|  6.542
Fe2|6432.68|14.283| 6.402|      | 14.200| 13.510| 14.067| 15.480|  6.420|       |  6.400|  6.387

