#
#   VizieR Astronomical Server vizier.iucaa.in
#    Date: 2021-10-12T00:22:57 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6164d53e02f6	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/PASJ/57/27/tablee2
#-nav=cat:J/PASJ/57/27&tab:{J/PASJ/57/27/tablee2}&key:source=J/PASJ/57/27/tablee2&HTTPPRM:&&-ref=VIZ6164d53e02f6&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=HD&HD=224930&-out=Line&-out=Elem&-out=lambda&-out=Chi&-out=loggf&-out=EW&-out=abund1&-out=abund2&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/PASJ/57/27/tablee2
#-source=J/PASJ/57/27/tablee2
#-out=HD
#HD=224930
#-out=Line
#-out=Elem
#-out=lambda
#-out=Chi
#-out=loggf
#-out=EW
#-out=abund1
#-out=abund2
#

#RESOURCE=yCat_100570027
#Name: J/PASJ/57/27
#Title: Atmospheric parameters of nearby F-K stars (Takeda+, 2005)
#Table	J_PASJ_57_27_tablee2:
#Name: J/PASJ/57/27/tablee2
#Title: EW data and the Fe abundances for the 160 program stars + Sun (999999)
#Column	HD	(A6)	HD number (G1)	[ucd=]
#Column	Line	(I4)	line number	[ucd=]
#Column	Elem	(F6.2)	FeI: 26.00 FeII: 26.01	[ucd=]
#Column	lambda	(F9.3)	wavelength	[ucd=]
#Column	Chi	(F7.3)	lower excitation potential	[ucd=]
#Column	loggf	(F7.3)	adopted log(gf) value	[ucd=]
#Column	EW	(F6.1)	equivalent width	[ucd=]
#Column	abund1	(F8.3)	Fe abundance (sign inversed for Fe II lines) [+A(FeI),-A(FeII)]	[ucd=]
#Column	abund2	(F8.3)	Fe abundance (sign inversed for Fe I lines) [-A(FeI),+A(FeII)]	[ucd=]
HD|Line|Elem|lambda|Chi|loggf|EW|abund1|abund2
224930| 128| 26.00| 6240.645|  2.220| -3.269|  26.9|   7.012|  -7.012
224930| 129| 26.00| 6265.131|  2.176| -2.578|  62.9|   7.109|  -7.109
224930| 130| 26.00| 6271.276|  3.330| -2.751|  14.7|   7.215|  -7.215
224930| 131| 26.00| 6280.616|  0.859| -4.363|  46.8|   7.218|  -7.218
224930| 132| 26.00| 6297.792|  2.223| -2.740|  52.9|   7.103|  -7.103
224930| 133| 26.00| 6311.500|  2.832| -3.141|  11.1|   6.960|  -6.960
224930| 134| 26.00| 6322.690|  2.588| -2.326|  44.1|   6.859|  -6.859
224930| 136| 26.00| 6481.869|  2.279| -2.933|  42.0|   7.087|  -7.087
224930| 137| 26.00| 6498.937|  0.958| -4.632|  32.8|   7.226|  -7.226
224930| 139| 26.00| 6574.225|  0.990| -4.980|  18.4|   7.205|  -7.205
224930| 140| 26.00| 6581.207|  1.480| -4.751|   8.4|   7.050|  -7.050
224930| 141| 26.00| 6593.871|  2.433| -2.359|  61.0|   7.095|  -7.095
224930| 142| 26.00| 6609.110|  2.559| -2.616|  40.3|   7.007|  -7.007
224930| 144| 26.00| 6667.725|  4.580| -2.125|   6.0|   7.349|  -7.349
224930| 146| 26.00| 6739.520|  1.557| -4.790|   6.4|   7.024|  -7.024
224930| 147| 26.00| 6750.150|  2.424| -2.570|  52.4|   7.102|  -7.102
224930| 148| 26.00| 6752.705|  4.640| -1.186|  13.2|   6.856|  -6.856
224930| 149| 26.00| 6793.252|  4.080| -2.366|   6.6|   7.141|  -7.141
224930|1029| 26.00| 5197.929|  4.301| -1.438|  14.1|   6.895|  -6.895
224930|1030| 26.00| 5206.801|  4.283| -2.396|   4.0|   7.204|  -7.204
224930|1031| 26.00| 5223.187|  3.635| -2.231|  12.0|   6.952|  -6.952
224930|1032| 26.00| 5242.491|  3.634| -0.906|  62.1|   7.022|  -7.022
224930|1033| 26.00| 5253.023|  2.279| -3.819|   7.4|   6.945|  -6.945
224930|1034| 26.00| 5279.654|  3.301| -3.544|   2.4|   7.156|  -7.156
224930|1035| 26.00| 5285.118|  4.434| -1.465|   9.6|   6.837|  -6.837
224930|1036| 26.00| 5288.528|  3.695| -1.525|  31.1|   6.919|  -6.919
224930|1040| 26.00| 5320.039|  3.642| -2.486|   7.1|   6.938|  -6.938
224930|1041| 26.00| 5321.109|  4.434| -1.198|  17.5|   6.904|  -6.904
224930|1042| 26.00| 5365.396|  3.573| -1.202|  52.5|   7.005|  -7.005
224930|1043| 26.00| 5376.826|  4.294| -1.983|   4.5|   6.851|  -6.851
224930|1044| 26.00| 5379.574|  3.695| -1.447|  36.0|   6.964|  -6.964
224930|1046| 26.00| 5389.479|  4.415| -0.285|  54.2|   6.917|  -6.917
224930|1047| 26.00| 5395.215|  4.446| -1.682|   8.4|   6.998|  -6.998
224930|1048| 26.00| 5398.277|  4.446| -0.483|  45.6|   6.938|  -6.938
224930|1049| 26.00| 5401.264|  4.320| -1.666|   7.2|   6.782|  -6.782
224930|1050| 26.00| 5406.770|  4.371| -1.394|  14.5|   6.920|  -6.920
224930|1051| 26.00| 5409.133|  4.371| -0.934|  25.6|   6.818|  -6.818
224930|1054| 26.00| 5436.297|  4.386| -1.250|  16.1|   6.854|  -6.854
224930|1055| 26.00| 5436.587|  2.279| -3.264|  25.6|   7.084|  -7.084
224930|1056| 26.00| 5441.354|  4.312| -1.511|  10.7|   6.818|  -6.818
224930|1057| 26.00| 5443.409|  4.103| -2.752|   4.4|   7.419|  -7.419
224930|1058| 26.00| 5464.278|  4.143| -1.545|  16.4|   6.926|  -6.926
224930|1059| 26.00| 5470.092|  4.446| -1.522|  12.6|   7.045|  -7.045
224930|1060| 26.00| 5473.164|  4.191| -1.946|   7.5|   6.951|  -6.951
224930|1061| 26.00| 5473.900|  4.154| -0.634|  49.9|   6.858|  -6.858
224930|1062| 26.00| 5517.069|  4.209| -1.979|   7.0|   6.970|  -6.970
224930|1063| 26.00| 5522.447|  4.209| -1.373|  18.0|   6.858|  -6.858
224930|1064| 26.00| 5546.500|  4.371| -1.018|  24.6|   6.872|  -6.872
224930|1065| 26.00| 5549.948|  3.695| -2.762|   4.0|   6.982|  -6.982
224930|1066| 26.00| 5552.691|  4.956| -1.704|   2.5|   6.932|  -6.932
224930|1068| 26.00| 5568.072|  4.154| -2.889|   4.0|   7.555|  -7.555
224930|1069| 26.00| 5568.867|  3.635| -2.817|   4.2|   6.999|  -6.999
224930|1071| 26.00| 5587.573|  4.143| -1.593|  15.1|   6.903|  -6.903
224930|1072| 26.00| 5595.075|  5.064| -1.633|   4.4|   7.223|  -7.223
224930|1073| 26.00| 5608.974|  4.209| -2.287|   4.2|   7.027|  -7.027
224930|1074| 26.00| 5618.631|  4.209| -1.233|  27.1|   6.980|  -6.980
224930|1075| 26.00| 5619.587|  4.386| -1.409|  14.2|   6.931|  -6.931
224930|1076| 26.00| 5636.696|  3.640| -2.495|   7.4|   6.950|  -6.950
224930|1077| 26.00| 5638.262|  4.220| -0.663|  49.2|   6.925|  -6.925
224930|1078| 26.00| 5650.020|  5.099| -0.749|  11.9|   6.845|  -6.845
224930|1079| 26.00| 5650.704|  5.085| -0.672|  13.1|   6.820|  -6.820
224930|1080| 26.00| 5651.470|  4.473| -1.747|   6.7|   6.966|  -6.966
224930|1081| 26.00| 5652.320|  4.260| -1.731|  10.4|   6.958|  -6.958
224930|1082| 26.00| 5653.889|  4.386| -1.334|  14.4|   6.859|  -6.859
224930|1084| 26.00| 5679.025|  4.652| -0.626|  29.6|   6.859|  -6.859
224930|1085| 26.00| 5680.241|  4.186| -2.306|   3.6|   6.951|  -6.951
224930|1086| 26.00| 5731.762|  4.256| -1.050|  27.0|   6.828|  -6.828
224930|1087| 26.00| 5732.275|  4.991| -1.400|   4.7|   6.943|  -6.943
224930|1088| 26.00| 5752.023|  4.548| -0.846|  26.5|   6.899|  -6.899
224930|1089| 26.00| 5753.121|  4.260| -0.594|  50.1|   6.919|  -6.919
224930|1090| 26.00| 5760.345|  3.642| -2.438|   9.3|   7.003|  -7.003
224930|1091| 26.00| 5775.080|  4.220| -1.059|  30.6|   6.882|  -6.882
224930|1092| 26.00| 5793.913|  4.220| -1.578|  13.3|   6.890|  -6.890
224930|1093| 26.00| 5814.805|  4.283| -1.797|   8.5|   6.938|  -6.938
224930|1094| 26.00| 5827.875|  3.283| -3.165|   4.4|   7.006|  -7.006
224930|1096| 26.00| 5837.700|  4.294| -2.255|   5.2|   7.169|  -7.169
224930|1098| 26.00| 5849.682|  3.695| -2.885|   2.8|   6.926|  -6.926
224930|1099| 26.00| 5852.217|  4.548| -1.127|  16.1|   6.868|  -6.868
224930|1100| 26.00| 5853.149|  1.485| -5.089|   4.1|   7.094|  -7.094
224930|1101| 26.00| 5856.083|  4.294| -1.513|  14.1|   6.936|  -6.936
224930|1102| 26.00| 5858.779|  4.220| -2.156|   5.5|   7.023|  -7.023
224930|1103| 26.00| 5859.578|  4.548| -0.489|  39.5|   6.836|  -6.836
224930|1105| 26.00| 5880.029|  4.558| -1.877|   2.8|   6.760|  -6.760
224930|1106| 26.00| 5881.279|  4.607| -1.741|   4.8|   6.920|  -6.920
224930|1108| 26.00| 5905.689|  4.652| -0.650|  30.4|   6.914|  -6.914
224930|1109| 26.00| 5916.249|  2.453| -2.882|  31.0|   6.988|  -6.988
224930|1110| 26.00| 5927.786|  4.652| -0.987|  22.1|   7.022|  -7.022
224930|1112| 26.00| 5934.653|  3.929| -1.015|  45.8|   6.891|  -6.891
224930|1115| 26.00| 5984.814|  4.733| -0.129|  49.8|   6.843|  -6.843
224930|1116| 26.00| 5987.066|  4.795| -0.307|  35.8|   6.798|  -6.798
224930|1117| 26.00| 6003.010|  3.882| -0.903|  52.9|   6.876|  -6.876
224930|1118| 26.00| 6027.050|  4.076| -1.065|  37.0|   6.936|  -6.936
224930|1119| 26.00| 6034.033|  4.312| -2.335|   3.9|   7.122|  -7.122
224930|1120| 26.00| 6093.666|  4.607| -1.297|  10.6|   6.857|  -6.857
224930|1121| 26.00| 6094.364|  4.652| -1.557|   6.1|   6.884|  -6.884
224930|1122| 26.00| 6096.662|  3.984| -1.758|  14.2|   6.856|  -6.856
224930|1123| 26.00| 6105.152|  4.548| -1.916|   3.5|   6.880|  -6.880
224930|1124| 26.00| 6127.909|  4.143| -1.352|  22.3|   6.874|  -6.874
224930|1125| 26.00| 6165.361|  4.143| -1.434|  19.8|   6.893|  -6.893
224930|1127| 26.00| 6187.987|  3.943| -1.587|  17.8|   6.767|  -6.767
224930|1129| 26.00| 6213.429|  2.223| -2.562|  59.0|   7.069|  -7.069
224930|1130| 26.00| 6220.776|  3.882| -2.322|   7.6|   6.993|  -6.993
224930|1132| 26.00| 6226.730|  3.883| -2.055|   7.1|   6.694|  -6.694
224930|1133| 26.00| 6229.225|  2.845| -2.877|  16.0|   6.913|  -6.913
224930|1134| 26.00| 6302.494|  3.686| -1.163|  53.7|   6.921|  -6.921
224930|1136| 26.00| 6335.328|  2.198| -2.349|  77.8|   7.174|  -7.174
224930|1138| 26.00| 6392.538|  2.279| -3.939|   9.7|   7.129|  -7.129
224930|1139| 26.00| 6436.411|  4.186| -2.337|   3.5|   6.934|  -6.934
224930|1142| 26.00| 6496.469|  4.795| -0.483|  28.6|   6.801|  -6.801
224930|1143| 26.00| 6591.325|  4.593| -1.957|   4.2|   7.030|  -7.030
224930|1144| 26.00| 6608.024|  2.279| -3.952|  10.3|   7.160|  -7.160
224930|1145| 26.00| 6627.540|  4.548| -1.452|  13.1|   7.035|  -7.035
224930|1146| 26.00| 6646.932|  2.608| -3.931|   5.1|   7.124|  -7.124
224930|1147| 26.00| 6667.417|  2.453| -4.315|   3.0|   7.105|  -7.105
224930|1149| 26.00| 6703.568|  2.759| -3.008|  18.1|   7.002|  -7.002
224930|1150| 26.00| 6710.316|  1.485| -4.813|  10.9|   7.241|  -7.241
224930|1152| 26.00| 6725.353|  4.103| -2.178|   4.8|   6.822|  -6.822
224930|1153| 26.00| 6726.661|  4.607| -1.003|  17.9|   6.807|  -6.807
224930|1155| 26.00| 6733.151|  4.638| -1.403|   8.9|   6.869|  -6.869
224930|1156| 26.00| 6745.090|  4.580| -2.065|   3.5|   7.032|  -7.032
224930|1162| 26.00| 6806.847|  2.727| -3.098|  15.4|   6.961|  -6.961
224930|1163| 26.00| 6810.257|  4.607| -0.927|  23.1|   6.890|  -6.890
224930|1165| 26.00| 6828.590|  4.638| -0.790|  24.2|   6.808|  -6.808
224930|1167| 26.00| 6839.831|  2.559| -3.362|  13.4|   6.978|  -6.978
224930|1168| 26.00| 6843.648|  4.548| -0.764|  29.2|   6.830|  -6.830
224930|1169| 26.00| 6855.159|  4.558| -0.575|  43.2|   6.937|  -6.937
224930|1170| 26.00| 6857.243|  4.076| -2.053|   7.7|   6.896|  -6.896
224930|1172| 26.00| 6861.945|  2.424| -3.787|   8.9|   7.053|  -7.053
224930|1173| 26.00| 6862.492|  4.558| -1.405|  10.8|   6.889|  -6.889
224930|1175| 26.00| 6916.678|  4.154| -1.197|  35.1|   6.994|  -6.994
224930|1177| 26.00| 6988.523|  2.404| -3.442|  15.2|   6.963|  -6.963
224930|1182| 26.00| 7022.953|  4.191| -1.061|  32.7|   6.835|  -6.835
224930|1183| 26.00| 7024.059|  4.076| -1.934|   7.6|   6.763|  -6.763
224930| 204| 26.01| 5234.625|  3.221| -2.271|  50.9|  -6.987|   6.987
224930| 205| 26.01| 5264.812|  3.230| -3.108|  18.7|  -6.936|   6.936
224930| 206| 26.01| 5414.073|  3.221| -3.568|   8.8|  -6.952|   6.952
224930| 207| 26.01| 5525.125|  3.267| -4.007|   5.5|  -7.195|   7.195
224930| 208| 26.01| 6432.680|  2.891| -3.579|  14.1|  -6.861|   6.861
224930|2002| 26.01| 5325.553|  3.221| -3.210|  13.8|  -6.827|   6.827
224930|2003| 26.01| 5425.257|  3.199| -3.221|  16.1|  -6.920|   6.920
224930|2005| 26.01| 5991.376|  3.153| -3.540|   9.4|  -6.873|   6.873
224930|2006| 26.01| 6084.111|  3.199| -3.791|   5.8|  -6.922|   6.922
224930|2008| 26.01| 6149.258|  3.889| -2.720|  10.9|  -6.829|   6.829
224930|2010| 26.01| 6247.557|  3.892| -2.336|  22.7|  -6.891|   6.891
224930|2012| 26.01| 6446.410|  6.222| -1.938|   3.2|  -7.592|   7.592
224930|2013| 26.01| 6456.383|  3.903| -2.142|  30.9|  -6.932|   6.932

