#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2021-10-11T22:37:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6164bc7530b3ce	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/PASJ/57/27&tab:{J/PASJ/57/27/tablee2}&key:source=J/PASJ/57/27/tablee2&HTTPPRM:&
#-source=J/PASJ/57/27/tablee2
#-order=I
#-out=HD
#HD=103095
#-out=Line
#-out=Elem
#-out=lambda
#-out=Chi
#-out=loggf
#-out=EW
#-out=abund1
#-out=abund2
#

#RESOURCE=yCat_100570027
#Name: J/PASJ/57/27
#Title: Atmospheric parameters of nearby F-K stars (Takeda+, 2005)
#Table	J_PASJ_57_27_tablee2:
#Name: J/PASJ/57/27/tablee2
#Title: EW data and the Fe abundances for the 160 program stars + Sun (999999)
#Column	HD	(A6)	HD number (G1)	[ucd=]
#Column	Line	(I4)	line number	[ucd=]
#Column	Elem	(F6.2)	FeI: 26.00 FeII: 26.01	[ucd=]
#Column	lambda	(F9.3)	wavelength	[ucd=]
#Column	Chi	(F7.3)	lower excitation potential	[ucd=]
#Column	loggf	(F7.3)	adopted log(gf) value	[ucd=]
#Column	EW	(F6.1)	equivalent width	[ucd=]
#Column	abund1	(F8.3)	Fe abundance (sign inversed for Fe II lines) [+A(FeI),-A(FeII)]	[ucd=]
#Column	abund2	(F8.3)	Fe abundance (sign inversed for Fe I lines) [-A(FeI),+A(FeII)]	[ucd=]
HD|Line|Elem|lambda|Chi|loggf|EW|abund1|abund2
103095| 123| 26.00| 6173.341|  2.223| -2.888|  37.6|   6.206|  -6.206
103095| 124| 26.00| 6180.203|  2.730| -2.615|  21.0|   6.137|  -6.137
103095| 125| 26.00| 6200.314|  2.609| -2.360|  38.7|   6.136|  -6.136
103095| 126| 26.00| 6219.279|  2.198| -2.458|  63.5|   6.171|  -6.171
103095| 128| 26.00| 6240.645|  2.220| -3.269|  18.6|   6.159|  -6.159
103095| 129| 26.00| 6265.131|  2.176| -2.578|  58.3|   6.175|  -6.175
103095| 130| 26.00| 6271.276|  3.330| -2.751|   4.2|   6.173|  -6.173
103095| 132| 26.00| 6297.792|  2.223| -2.740|  44.2|   6.159|  -6.159
103095| 133| 26.00| 6311.500|  2.832| -3.141|   6.6|   6.223|  -6.223
103095| 134| 26.00| 6322.690|  2.588| -2.326|  40.2|   6.093|  -6.093
103095| 136| 26.00| 6481.869|  2.279| -2.933|  33.2|   6.228|  -6.228
103095| 137| 26.00| 6498.937|  0.958| -4.632|  24.4|   6.253|  -6.253
103095| 138| 26.00| 6518.365|  2.830| -2.564|  26.2|   6.316|  -6.316
103095| 139| 26.00| 6574.225|  0.990| -4.980|  12.3|   6.270|  -6.270
103095| 140| 26.00| 6581.207|  1.480| -4.751|   5.1|   6.172|  -6.172
103095| 141| 26.00| 6593.871|  2.433| -2.359|  52.7|   6.147|  -6.147
103095| 142| 26.00| 6609.110|  2.559| -2.616|  30.1|   6.149|  -6.149
103095| 143| 26.00| 6625.021|  1.010| -5.307|   5.8|   6.259|  -6.259
103095| 146| 26.00| 6739.520|  1.557| -4.790|   3.3|   6.100|  -6.100
103095| 147| 26.00| 6750.150|  2.424| -2.570|  42.3|   6.169|  -6.169
103095| 148| 26.00| 6752.705|  4.640| -1.186|   4.8|   6.082|  -6.082
103095| 149| 26.00| 6793.252|  4.080| -2.366|   3.0|   6.449|  -6.449
103095| 150| 26.00| 6804.001|  4.650| -1.522|   2.9|   6.207|  -6.207
103095| 152| 26.00| 6837.016|  4.590| -1.750|   2.9|   6.372|  -6.372
103095| 153| 26.00| 6854.838|  4.590| -1.876|   1.9|   6.311|  -6.311
103095| 154| 26.00| 6945.203|  2.424| -2.456|  52.9|   6.220|  -6.220
103095| 155| 26.00| 6971.933|  3.020| -3.344|   3.7|   6.339|  -6.339
103095| 156| 26.00| 6978.850|  2.484| -2.461|  46.8|   6.189|  -6.189
103095|1029| 26.00| 5197.929|  4.301| -1.438|   7.3|   6.240|  -6.240
103095|1031| 26.00| 5223.187|  3.635| -2.231|   6.0|   6.217|  -6.217
103095|1032| 26.00| 5242.491|  3.634| -0.906|  51.7|   6.089|  -6.089
103095|1033| 26.00| 5253.023|  2.279| -3.819|   5.9|   6.298|  -6.298
103095|1035| 26.00| 5285.118|  4.434| -1.465|   5.1|   6.237|  -6.237
103095|1036| 26.00| 5288.528|  3.695| -1.525|  19.1|   6.142|  -6.142
103095|1041| 26.00| 5321.109|  4.434| -1.198|   9.3|   6.253|  -6.253
103095|1042| 26.00| 5365.396|  3.573| -1.202|  41.8|   6.176|  -6.176
103095|1044| 26.00| 5379.574|  3.695| -1.447|  21.4|   6.099|  -6.099
103095|1046| 26.00| 5389.479|  4.415| -0.285|  38.7|   6.098|  -6.098
103095|1047| 26.00| 5395.215|  4.446| -1.682|   2.2|   6.084|  -6.084
103095|1048| 26.00| 5398.277|  4.446| -0.483|  26.6|   6.093|  -6.093
103095|1050| 26.00| 5406.770|  4.371| -1.394|   6.9|   6.235|  -6.235
103095|1051| 26.00| 5409.133|  4.371| -0.934|  11.3|   6.012|  -6.012
103095|1052| 26.00| 5417.039|  4.415| -1.347|   6.6|   6.214|  -6.214
103095|1054| 26.00| 5436.297|  4.386| -1.250|   8.6|   6.210|  -6.210
103095|1055| 26.00| 5436.587|  2.279| -3.264|  15.8|   6.208|  -6.208
103095|1056| 26.00| 5441.354|  4.312| -1.511|   6.4|   6.251|  -6.251
103095|1058| 26.00| 5464.278|  4.143| -1.545|   8.2|   6.219|  -6.219
103095|1059| 26.00| 5470.092|  4.446| -1.522|   6.7|   6.427|  -6.427
103095|1060| 26.00| 5473.164|  4.191| -1.946|   3.7|   6.300|  -6.300
103095|1061| 26.00| 5473.900|  4.154| -0.634|  28.5|   5.907|  -5.907
103095|1062| 26.00| 5517.069|  4.209| -1.979|   2.1|   6.098|  -6.098
103095|1063| 26.00| 5522.447|  4.209| -1.373|   9.3|   6.169|  -6.169
103095|1064| 26.00| 5546.500|  4.371| -1.018|  13.8|   6.190|  -6.190
103095|1069| 26.00| 5568.867|  3.635| -2.817|   1.3|   6.094|  -6.094
103095|1071| 26.00| 5587.573|  4.143| -1.593|   7.0|   6.180|  -6.180
103095|1074| 26.00| 5618.631|  4.209| -1.233|  11.1|   6.107|  -6.107
103095|1075| 26.00| 5619.587|  4.386| -1.409|   6.2|   6.206|  -6.206
103095|1076| 26.00| 5636.696|  3.640| -2.495|   3.2|   6.176|  -6.176
103095|1077| 26.00| 5638.262|  4.220| -0.663|  31.7|   6.110|  -6.110
103095|1078| 26.00| 5650.020|  5.099| -0.749|   4.9|   6.200|  -6.200
103095|1079| 26.00| 5650.704|  5.085| -0.672|   5.1|   6.129|  -6.129
103095|1080| 26.00| 5651.470|  4.473| -1.747|   2.8|   6.275|  -6.275
103095|1081| 26.00| 5652.320|  4.260| -1.731|   5.1|   6.298|  -6.298
103095|1082| 26.00| 5653.889|  4.386| -1.334|   6.0|   6.115|  -6.115
103095|1084| 26.00| 5679.025|  4.652| -0.626|  15.3|   6.141|  -6.141
103095|1086| 26.00| 5731.762|  4.256| -1.050|  14.5|   6.105|  -6.105
103095|1088| 26.00| 5752.023|  4.548| -0.846|  13.9|   6.199|  -6.199
103095|1089| 26.00| 5753.121|  4.260| -0.594|  33.3|   6.108|  -6.108
103095|1090| 26.00| 5760.345|  3.642| -2.438|   4.2|   6.238|  -6.238
103095|1091| 26.00| 5775.080|  4.220| -1.059|  16.1|   6.118|  -6.118
103095|1092| 26.00| 5793.913|  4.220| -1.578|   6.3|   6.192|  -6.192
103095|1093| 26.00| 5814.805|  4.283| -1.797|   4.3|   6.305|  -6.305
103095|1099| 26.00| 5852.217|  4.548| -1.127|   7.8|   6.198|  -6.198
103095|1100| 26.00| 5853.149|  1.485| -5.089|   3.7|   6.424|  -6.424
103095|1101| 26.00| 5856.083|  4.294| -1.513|   6.9|   6.251|  -6.251
103095|1102| 26.00| 5858.779|  4.220| -2.156|   2.3|   6.312|  -6.312
103095|1103| 26.00| 5859.578|  4.548| -0.489|  25.2|   6.100|  -6.100
103095|1106| 26.00| 5881.279|  4.607| -1.741|   1.9|   6.231|  -6.231
103095|1108| 26.00| 5905.689|  4.652| -0.650|  15.8|   6.172|  -6.172
103095|1109| 26.00| 5916.249|  2.453| -2.882|  22.5|   6.177|  -6.177
103095|1110| 26.00| 5927.786|  4.652| -0.987|   9.8|   6.276|  -6.276
103095|1111| 26.00| 5929.667|  4.548| -1.140|   7.9|   6.214|  -6.214
103095|1112| 26.00| 5934.653|  3.929| -1.015|  28.6|   6.051|  -6.051
103095|1115| 26.00| 5984.814|  4.733| -0.129|  30.0|   6.068|  -6.068
103095|1116| 26.00| 5987.066|  4.795| -0.307|  19.5|   6.083|  -6.083
103095|1117| 26.00| 6003.010|  3.882| -0.903|  36.2|   6.032|  -6.032
103095|1118| 26.00| 6027.050|  4.076| -1.065|  24.3|   6.199|  -6.199
103095|1120| 26.00| 6093.666|  4.607| -1.297|   5.1|   6.224|  -6.224
103095|1121| 26.00| 6094.364|  4.652| -1.557|   2.2|   6.154|  -6.154
103095|1122| 26.00| 6096.662|  3.984| -1.758|   7.1|   6.155|  -6.155
103095|1124| 26.00| 6127.909|  4.143| -1.352|  12.6|   5.880|  -5.880
103095|1125| 26.00| 6165.361|  4.143| -1.434|  10.1|   6.173|  -6.173
103095|1127| 26.00| 6187.987|  3.943| -1.587|  10.9|   6.134|  -6.134
103095|1129| 26.00| 6213.429|  2.223| -2.562|  54.8|   6.179|  -6.179
103095|1130| 26.00| 6220.776|  3.882| -2.322|   3.9|   6.329|  -6.329
103095|1132| 26.00| 6226.730|  3.883| -2.055|   5.8|   6.243|  -6.243
103095|1133| 26.00| 6229.225|  2.845| -2.877|  11.7|   6.252|  -6.252
103095|1134| 26.00| 6302.494|  3.686| -1.163|  41.5|   6.131|  -6.131
103095|1135| 26.00| 6330.838|  4.733| -1.152|   5.8|   6.265|  -6.265
103095|1136| 26.00| 6335.328|  2.198| -2.349|  73.3|   6.198|  -6.198
103095|1138| 26.00| 6392.538|  2.279| -3.939|   4.1|   6.180|  -6.180
103095|1139| 26.00| 6436.411|  4.186| -2.337|   2.8|   6.521|  -6.521
103095|1142| 26.00| 6496.469|  4.795| -0.483|  14.8|   6.093|  -6.093
103095|1143| 26.00| 6591.325|  4.593| -1.957|   2.5|   6.527|  -6.527
103095|1144| 26.00| 6608.024|  2.279| -3.952|   5.8|   6.342|  -6.342
103095|1145| 26.00| 6627.540|  4.548| -1.452|   4.4|   6.224|  -6.224
103095|1146| 26.00| 6646.932|  2.608| -3.931|   3.3|   6.432|  -6.432
103095|1149| 26.00| 6703.568|  2.759| -3.008|  10.4|   6.205|  -6.205
103095|1150| 26.00| 6710.316|  1.485| -4.813|   5.7|   6.293|  -6.293
103095|1153| 26.00| 6726.661|  4.607| -1.003|   8.3|   6.083|  -6.083
103095|1155| 26.00| 6733.151|  4.638| -1.403|   3.7|   6.190|  -6.190
103095|1162| 26.00| 6806.847|  2.727| -3.098|   8.9|   6.176|  -6.176
103095|1163| 26.00| 6810.257|  4.607| -0.927|   9.5|   6.110|  -6.110
103095|1165| 26.00| 6828.590|  4.638| -0.790|  11.7|   6.100|  -6.100
103095|1167| 26.00| 6839.831|  2.559| -3.362|   7.8|   6.189|  -6.189
103095|1168| 26.00| 6843.648|  4.548| -0.764|  16.7|   6.161|  -6.161
103095|1169| 26.00| 6855.159|  4.558| -0.575|  24.2|   6.130|  -6.130
103095|1170| 26.00| 6857.243|  4.076| -2.053|   4.4|   6.301|  -6.301
103095|1172| 26.00| 6861.945|  2.424| -3.787|   8.0|   6.476|  -6.476
103095|1173| 26.00| 6862.492|  4.558| -1.405|   5.8|   6.305|  -6.305
103095|1177| 26.00| 6988.523|  2.404| -3.442|  10.9|   6.250|  -6.250
103095|1178| 26.00| 6999.878|  4.103| -1.351|   9.7|   5.975|  -5.975
103095|1182| 26.00| 7022.953|  4.191| -1.061|  16.6|   6.045|  -6.045
103095|1183| 26.00| 7024.059|  4.076| -1.934|   7.4|   6.415|  -6.415
103095|1185| 26.00| 7038.222|  4.217| -1.115|  17.4|   6.158|  -6.158
103095| 204| 26.01| 5234.625|  3.221| -2.271|  25.6|  -6.165|   6.165
103095| 205| 26.01| 5264.812|  3.230| -3.108|   4.3|  -6.147|   6.147
103095| 208| 26.01| 6432.680|  2.891| -3.579|   5.4|  -6.338|   6.338
103095| 209| 26.01| 6516.080|  2.891| -3.302|   6.8|  -6.165|   6.165
103095|2002| 26.01| 5325.553|  3.221| -3.210|   4.7|  -6.154|   6.154
103095|2003| 26.01| 5425.257|  3.199| -3.221|   6.1|  -6.391|   6.391
103095|2005| 26.01| 5991.376|  3.153| -3.540|   3.3|  -6.363|   6.363
103095|2008| 26.01| 6149.258|  3.889| -2.720|   2.0|  -6.078|   6.078
103095|2010| 26.01| 6247.557|  3.892| -2.336|   6.0|  -6.199|   6.199
103095|2013| 26.01| 6456.383|  3.903| -2.142|   8.8|  -6.187|   6.187

