#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-25T15:51:24 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614f454b3af546	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/PASJ/57/27&tab:{J/PASJ/57/27/tablee2}&key:source=J/PASJ/57/27/tablee2&HTTPPRM:&&-ref=VIZ614f454b3af546&-out.max=unlimited&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/PASJ/57/27/tablee2&-out=HD&HD=207978&-out=Line&-out=Elem&-out=lambda&-out=Chi&-out=loggf&-out=EW&-out=abund1&-out=abund2&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/PASJ/57/27/tablee2
#-source=J/PASJ/57/27/tablee2
#-out=HD
#HD=207978
#-out=Line
#-out=Elem
#-out=lambda
#-out=Chi
#-out=loggf
#-out=EW
#-out=abund1
#-out=abund2
#

#RESOURCE=yCat_100570027
#Name: J/PASJ/57/27
#Title: Atmospheric parameters of nearby F-K stars (Takeda+, 2005)
#Table	J_PASJ_57_27_tablee2:
#Name: J/PASJ/57/27/tablee2
#Title: EW data and the Fe abundances for the 160 program stars + Sun (999999)
#Column	HD	(A6)	HD number (G1)	[ucd=]
#Column	Line	(I4)	line number	[ucd=]
#Column	Elem	(F6.2)	FeI: 26.00 FeII: 26.01	[ucd=]
#Column	lambda	(F9.3)	wavelength	[ucd=]
#Column	Chi	(F7.3)	lower excitation potential	[ucd=]
#Column	loggf	(F7.3)	adopted log(gf) value	[ucd=]
#Column	EW	(F6.1)	equivalent width	[ucd=]
#Column	abund1	(F8.3)	Fe abundance (sign inversed for Fe II lines) [+A(FeI),-A(FeII)]	[ucd=]
#Column	abund2	(F8.3)	Fe abundance (sign inversed for Fe I lines) [-A(FeI),+A(FeII)]	[ucd=]
HD|Line|Elem|lambda|Chi|loggf|EW|abund1|abund2
207978| 148| 26.00| 6752.705|  4.640| -1.186|   7.1|   6.905|  -6.905
207978| 154| 26.00| 6945.203|  2.424| -2.456|  33.3|   7.054|  -7.054
207978|1029| 26.00| 5197.929|  4.301| -1.438|   7.6|   6.956|  -6.956
207978|1031| 26.00| 5223.187|  3.635| -2.231|   5.4|   7.017|  -7.017
207978|1032| 26.00| 5242.491|  3.634| -0.906|  48.2|   6.953|  -6.953
207978|1036| 26.00| 5288.528|  3.695| -1.525|  19.7|   7.005|  -7.005
207978|1041| 26.00| 5321.109|  4.434| -1.198|  12.1|   7.052|  -7.052
207978|1042| 26.00| 5365.396|  3.573| -1.202|  39.8|   7.026|  -7.026
207978|1044| 26.00| 5379.574|  3.695| -1.447|  21.2|   6.963|  -6.963
207978|1046| 26.00| 5389.479|  4.415| -0.285|  44.2|   6.920|  -6.920
207978|1048| 26.00| 5398.277|  4.446| -0.483|  37.5|   7.010|  -7.010
207978|1049| 26.00| 5401.264|  4.320| -1.666|   5.9|   7.070|  -7.070
207978|1050| 26.00| 5406.770|  4.371| -1.394|  12.8|   7.215|  -7.215
207978|1051| 26.00| 5409.133|  4.371| -0.934|  17.7|   6.927|  -6.927
207978|1052| 26.00| 5417.039|  4.415| -1.347|   9.3|   7.049|  -7.049
207978|1056| 26.00| 5441.354|  4.312| -1.511|   7.7|   7.033|  -7.033
207978|1058| 26.00| 5464.278|  4.143| -1.545|   8.8|   6.986|  -6.986
207978|1061| 26.00| 5473.900|  4.154| -0.634|  37.6|   6.908|  -6.908
207978|1063| 26.00| 5522.447|  4.209| -1.373|  12.3|   7.033|  -7.033
207978|1064| 26.00| 5546.500|  4.371| -1.018|  17.1|   6.990|  -6.990
207978|1071| 26.00| 5587.573|  4.143| -1.593|   6.3|   6.868|  -6.868
207978|1074| 26.00| 5618.631|  4.209| -1.233|  13.7|   6.945|  -6.945
207978|1075| 26.00| 5619.587|  4.386| -1.409|   6.2|   6.883|  -6.883
207978|1076| 26.00| 5636.696|  3.640| -2.495|   4.8|   7.207|  -7.207
207978|1077| 26.00| 5638.262|  4.220| -0.663|  35.3|   6.941|  -6.941
207978|1078| 26.00| 5650.020|  5.099| -0.749|   8.6|   6.979|  -6.979
207978|1079| 26.00| 5650.704|  5.085| -0.672|   9.9|   6.967|  -6.967
207978|1081| 26.00| 5652.320|  4.260| -1.731|   6.5|   7.120|  -7.120
207978|1082| 26.00| 5653.889|  4.386| -1.334|   7.4|   6.890|  -6.890
207978|1084| 26.00| 5679.025|  4.652| -0.626|  21.4|   6.959|  -6.959
207978|1086| 26.00| 5731.762|  4.256| -1.050|  18.0|   6.942|  -6.942
207978|1088| 26.00| 5752.023|  4.548| -0.846|  16.0|   6.925|  -6.925
207978|1089| 26.00| 5753.121|  4.260| -0.594|  40.6|   7.010|  -7.010
207978|1091| 26.00| 5775.080|  4.220| -1.059|  20.2|   6.982|  -6.982
207978|1093| 26.00| 5814.805|  4.283| -1.797|   5.4|   7.112|  -7.112
207978|1099| 26.00| 5852.217|  4.548| -1.127|  11.1|   7.014|  -7.014
207978|1101| 26.00| 5856.083|  4.294| -1.513|   7.7|   7.005|  -7.005
207978|1103| 26.00| 5859.578|  4.548| -0.489|  32.5|   6.975|  -6.975
207978|1109| 26.00| 5916.249|  2.453| -2.882|  12.2|   6.992|  -6.992
207978|1110| 26.00| 5927.786|  4.652| -0.987|  11.9|   6.997|  -6.997
207978|1111| 26.00| 5929.667|  4.548| -1.140|  10.0|   6.974|  -6.974
207978|1112| 26.00| 5934.653|  3.929| -1.015|  29.1|   6.898|  -6.898
207978|1115| 26.00| 5984.814|  4.733| -0.129|  47.0|   7.066|  -7.066
207978|1116| 26.00| 5987.066|  4.795| -0.307|  27.9|   6.912|  -6.912
207978|1117| 26.00| 6003.010|  3.882| -0.903|  36.2|   6.890|  -6.890
207978|1118| 26.00| 6027.050|  4.076| -1.065|  25.8|   7.000|  -7.000
207978|1120| 26.00| 6093.666|  4.607| -1.297|   7.4|   7.030|  -7.030
207978|1121| 26.00| 6094.364|  4.652| -1.557|   5.1|   7.153|  -7.153
207978|1122| 26.00| 6096.662|  3.984| -1.758|   8.1|   6.997|  -6.997
207978|1124| 26.00| 6127.909|  4.143| -1.352|  14.2|   7.006|  -7.006
207978|1125| 26.00| 6165.361|  4.143| -1.434|  11.6|   6.984|  -6.984
207978|1127| 26.00| 6187.987|  3.943| -1.587|  11.5|   6.958|  -6.958
207978|1129| 26.00| 6213.429|  2.223| -2.562|  36.0|   7.071|  -7.071
207978|1132| 26.00| 6226.730|  3.883| -2.055|   5.5|   7.019|  -7.019
207978|1133| 26.00| 6229.225|  2.845| -2.877|   8.6|   7.145|  -7.145
207978|1135| 26.00| 6330.838|  4.733| -1.152|   8.5|   7.051|  -7.051
207978|1136| 26.00| 6335.328|  2.198| -2.349|  50.8|   7.100|  -7.100
207978|1141| 26.00| 6494.980|  2.404| -1.301|  93.2|   7.033|  -7.033
207978|1142| 26.00| 6496.469|  4.795| -0.483|  23.4|   6.962|  -6.962
207978|1149| 26.00| 6703.568|  2.759| -3.008|   7.0|   7.082|  -7.082
207978|1153| 26.00| 6726.661|  4.607| -1.003|  13.7|   7.015|  -7.015
207978|1155| 26.00| 6733.151|  4.638| -1.403|   6.0|   7.042|  -7.042
207978|1162| 26.00| 6806.847|  2.727| -3.098|   6.5|   7.104|  -7.104
207978|1163| 26.00| 6810.257|  4.607| -0.927|  13.6|   6.934|  -6.934
207978|1165| 26.00| 6828.590|  4.638| -0.790|  20.6|   7.046|  -7.046
207978|1167| 26.00| 6839.831|  2.559| -3.362|   6.1|   7.189|  -7.189
207978|1168| 26.00| 6843.648|  4.548| -0.764|  18.2|   6.873|  -6.873
207978|1169| 26.00| 6855.159|  4.558| -0.575|  27.8|   6.938|  -6.938
207978|1170| 26.00| 6857.243|  4.076| -2.053|   4.3|   7.048|  -7.048
207978|1173| 26.00| 6862.492|  4.558| -1.405|   7.3|   7.062|  -7.062
207978|1175| 26.00| 6916.678|  4.154| -1.197|  16.3|   6.900|  -6.900
207978|1178| 26.00| 6999.878|  4.103| -1.351|  13.4|   6.905|  -6.905
207978| 204| 26.01| 5234.625|  3.221| -2.271|  85.5|  -7.023|   7.023
207978| 205| 26.01| 5264.812|  3.230| -3.108|  42.6|  -7.039|   7.039
207978| 207| 26.01| 5525.125|  3.267| -4.007|   7.7|  -6.977|   6.977
207978|2002| 26.01| 5325.553|  3.221| -3.210|  36.1|  -7.005|   7.005
207978|2003| 26.01| 5425.257|  3.199| -3.221|  38.1|  -7.030|   7.030
207978|2004| 26.01| 5427.826|  6.724| -1.487|   4.9|  -7.148|   7.148
207978|2005| 26.01| 5991.376|  3.153| -3.540|  24.1|  -6.981|   6.981
207978|2006| 26.01| 6084.111|  3.199| -3.791|  15.4|  -7.021|   7.021
207978|2008| 26.01| 6149.258|  3.889| -2.720|  31.2|  -6.961|   6.961
207978|2009| 26.01| 6239.953|  3.889| -3.423|   8.4|  -6.947|   6.947
207978|2010| 26.01| 6247.557|  3.892| -2.336|  53.1|  -6.992|   6.992
207978|2013| 26.01| 6456.383|  3.903| -2.142|  66.4|  -7.033|   7.033

