#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-24T15:48:46 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614df15e3a096f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/PASJ/57/27&tab:{J/PASJ/57/27/tablee2}&key:source=J/PASJ/57/27/tablee2&HTTPPRM:&&-ref=VIZ614df15e3a096f&-out.max=unlimited&-out.form=HTML Table&-order=I&-oc.form=sexa&-out.src=J/PASJ/57/27/tablee2&-out=HD&HD=131156&-out=Line&-out=Elem&-out=lambda&-out=Chi&-out=loggf&-out=EW&-out=abund1&-out=abund2&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-out.src=J/PASJ/57/27/tablee2
#-source=J/PASJ/57/27/tablee2
#-out=HD
#HD=131156
#-out=Line
#-out=Elem
#-out=lambda
#-out=Chi
#-out=loggf
#-out=EW
#-out=abund1
#-out=abund2
#

#RESOURCE=yCat_100570027
#Name: J/PASJ/57/27
#Title: Atmospheric parameters of nearby F-K stars (Takeda+, 2005)
#Table	J_PASJ_57_27_tablee2:
#Name: J/PASJ/57/27/tablee2
#Title: EW data and the Fe abundances for the 160 program stars + Sun (999999)
#Column	HD	(A6)	HD number (G1)	[ucd=]
#Column	Line	(I4)	line number	[ucd=]
#Column	Elem	(F6.2)	FeI: 26.00 FeII: 26.01	[ucd=]
#Column	lambda	(F9.3)	wavelength	[ucd=]
#Column	Chi	(F7.3)	lower excitation potential	[ucd=]
#Column	loggf	(F7.3)	adopted log(gf) value	[ucd=]
#Column	EW	(F6.1)	equivalent width	[ucd=]
#Column	abund1	(F8.3)	Fe abundance (sign inversed for Fe II lines) [+A(FeI),-A(FeII)]	[ucd=]
#Column	abund2	(F8.3)	Fe abundance (sign inversed for Fe I lines) [-A(FeI),+A(FeII)]	[ucd=]
HD|Line|Elem|lambda|Chi|loggf|EW|abund1|abund2
131156| 133| 26.00| 6311.500|  2.832| -3.141|  30.8|   7.401|  -7.401
131156| 134| 26.00| 6322.690|  2.588| -2.326|  81.7|   7.334|  -7.334
131156| 135| 26.00| 6353.835|  0.915| -6.477|   3.2|   7.560|  -7.560
131156| 136| 26.00| 6481.869|  2.279| -2.933|  69.1|   7.353|  -7.353
131156| 137| 26.00| 6498.937|  0.958| -4.632|  54.3|   7.379|  -7.379
131156| 140| 26.00| 6581.207|  1.480| -4.751|  20.2|   7.334|  -7.334
131156| 142| 26.00| 6609.110|  2.559| -2.616|  74.9|   7.435|  -7.435
131156| 143| 26.00| 6625.021|  1.010| -5.307|  19.8|   7.380|  -7.380
131156| 144| 26.00| 6667.725|  4.580| -2.125|   9.3|   7.475|  -7.475
131156| 145| 26.00| 6699.162|  4.590| -2.081|   8.8|   7.413|  -7.413
131156| 146| 26.00| 6739.520|  1.557| -4.790|  13.9|   7.242|  -7.242
131156| 147| 26.00| 6750.150|  2.424| -2.570|  80.9|   7.354|  -7.354
131156| 148| 26.00| 6752.705|  4.640| -1.186|  35.8|   7.362|  -7.362
131156| 149| 26.00| 6793.252|  4.080| -2.366|  13.4|   7.394|  -7.394
131156| 150| 26.00| 6804.001|  4.650| -1.522|  23.7|   7.435|  -7.435
131156| 151| 26.00| 6804.275|  4.580| -1.776|  14.4|   7.343|  -7.343
131156| 152| 26.00| 6837.016|  4.590| -1.750|  18.2|   7.454|  -7.454
131156| 153| 26.00| 6854.838|  4.590| -1.876|  12.2|   7.366|  -7.366
131156| 154| 26.00| 6945.203|  2.424| -2.456|  90.6|   7.393|  -7.393
131156| 155| 26.00| 6971.933|  3.020| -3.344|  18.7|   7.460|  -7.460
131156|1029| 26.00| 5197.929|  4.301| -1.438|  36.5|   7.377|  -7.377
131156|1030| 26.00| 5206.801|  4.283| -2.396|   5.9|   7.296|  -7.296
131156|1031| 26.00| 5223.187|  3.635| -2.231|  31.9|   7.407|  -7.407
131156|1032| 26.00| 5242.491|  3.634| -0.906|  93.4|   7.369|  -7.369
131156|1033| 26.00| 5253.023|  2.279| -3.819|  22.4|   7.380|  -7.380
131156|1035| 26.00| 5285.118|  4.434| -1.465|  26.4|   7.299|  -7.299
131156|1036| 26.00| 5288.528|  3.695| -1.525|  58.2|   7.318|  -7.318
131156|1037| 26.00| 5300.412|  4.593| -2.234|   4.3|   7.290|  -7.290
131156|1039| 26.00| 5308.707|  4.256| -2.361|   5.6|   7.206|  -7.206
131156|1040| 26.00| 5320.039|  3.642| -2.486|  22.9|   7.443|  -7.443
131156|1041| 26.00| 5321.109|  4.434| -1.198|  42.4|   7.391|  -7.391
131156|1042| 26.00| 5365.396|  3.573| -1.202|  74.5|   7.202|  -7.202
131156|1043| 26.00| 5376.826|  4.294| -1.983|  14.4|   7.330|  -7.330
131156|1044| 26.00| 5379.574|  3.695| -1.447|  62.4|   7.321|  -7.321
131156|1045| 26.00| 5385.579|  3.695| -3.008|   6.4|   7.353|  -7.353
131156|1046| 26.00| 5389.479|  4.415| -0.285|  83.3|   7.266|  -7.266
131156|1047| 26.00| 5395.215|  4.446| -1.682|  17.7|   7.290|  -7.290
131156|1048| 26.00| 5398.277|  4.446| -0.483|  76.6|   7.355|  -7.355
131156|1049| 26.00| 5401.264|  4.320| -1.666|  28.1|   7.427|  -7.427
131156|1050| 26.00| 5406.770|  4.371| -1.394|  36.6|   7.387|  -7.387
131156|1051| 26.00| 5409.133|  4.371| -0.934|  56.8|   7.343|  -7.343
131156|1052| 26.00| 5417.039|  4.415| -1.347|  35.2|   7.361|  -7.361
131156|1054| 26.00| 5436.297|  4.386| -1.250|  42.1|   7.382|  -7.382
131156|1055| 26.00| 5436.587|  2.279| -3.264|  50.5|   7.418|  -7.418
131156|1056| 26.00| 5441.354|  4.312| -1.511|  33.1|   7.375|  -7.375
131156|1058| 26.00| 5464.278|  4.143| -1.545|  39.5|   7.383|  -7.383
131156|1059| 26.00| 5470.092|  4.446| -1.522|  30.3|   7.456|  -7.456
131156|1060| 26.00| 5473.164|  4.191| -1.946|  15.8|   7.231|  -7.231
131156|1061| 26.00| 5473.900|  4.154| -0.634|  82.5|   7.279|  -7.279
131156|1062| 26.00| 5517.069|  4.209| -1.979|  19.3|   7.396|  -7.396
131156|1063| 26.00| 5522.447|  4.209| -1.373|  42.8|   7.326|  -7.326
131156|1064| 26.00| 5546.500|  4.371| -1.018|  52.6|   7.346|  -7.346
131156|1065| 26.00| 5549.948|  3.695| -2.762|  10.0|   7.315|  -7.315
131156|1066| 26.00| 5552.691|  4.956| -1.704|   7.3|   7.352|  -7.352
131156|1067| 26.00| 5559.638|  4.988| -1.614|   6.8|   7.262|  -7.262
131156|1068| 26.00| 5568.072|  4.154| -2.889|   2.6|   7.266|  -7.266
131156|1069| 26.00| 5568.867|  3.635| -2.817|  10.0|   7.308|  -7.308
131156|1070| 26.00| 5577.031|  5.033| -1.446|   9.9|   7.317|  -7.317
131156|1071| 26.00| 5587.573|  4.143| -1.593|  31.2|   7.228|  -7.228
131156|1072| 26.00| 5595.075|  5.064| -1.633|   7.5|   7.399|  -7.399
131156|1073| 26.00| 5608.974|  4.209| -2.287|  11.5|   7.419|  -7.419
131156|1074| 26.00| 5618.631|  4.209| -1.233|  49.3|   7.313|  -7.313
131156|1075| 26.00| 5619.587|  4.386| -1.409|  34.3|   7.362|  -7.362
131156|1076| 26.00| 5636.696|  3.640| -2.495|  22.2|   7.416|  -7.416
131156|1077| 26.00| 5638.262|  4.220| -0.663|  86.5|   7.427|  -7.427
131156|1078| 26.00| 5650.020|  5.099| -0.749|  34.4|   7.372|  -7.372
131156|1079| 26.00| 5650.704|  5.085| -0.672|  38.1|   7.392|  -7.392
131156|1080| 26.00| 5651.470|  4.473| -1.747|  19.5|   7.424|  -7.424
131156|1081| 26.00| 5652.320|  4.260| -1.731|  26.2|   7.370|  -7.370
131156|1082| 26.00| 5653.889|  4.386| -1.334|  36.0|   7.314|  -7.314
131156|1084| 26.00| 5679.025|  4.652| -0.626|  57.2|   7.294|  -7.294
131156|1085| 26.00| 5680.241|  4.186| -2.306|  10.0|   7.344|  -7.344
131156|1086| 26.00| 5731.762|  4.256| -1.050|  60.8|   7.381|  -7.381
131156|1087| 26.00| 5732.275|  4.991| -1.400|  15.6|   7.456|  -7.456
131156|1088| 26.00| 5752.023|  4.548| -0.846|  55.3|   7.372|  -7.372
131156|1089| 26.00| 5753.121|  4.260| -0.594|  79.9|   7.295|  -7.295
131156|1090| 26.00| 5760.345|  3.642| -2.438|  26.1|   7.453|  -7.453
131156|1091| 26.00| 5775.080|  4.220| -1.059|  62.9|   7.381|  -7.381
131156|1092| 26.00| 5793.913|  4.220| -1.578|  34.4|   7.355|  -7.355
131156|1093| 26.00| 5814.805|  4.283| -1.797|  23.9|   7.394|  -7.394
131156|1094| 26.00| 5827.875|  3.283| -3.165|  13.0|   7.416|  -7.416
131156|1095| 26.00| 5835.098|  4.256| -2.113|  15.3|   7.430|  -7.430
131156|1096| 26.00| 5837.700|  4.294| -2.255|   9.8|   7.382|  -7.382
131156|1097| 26.00| 5845.266|  5.033| -1.673|   8.1|   7.435|  -7.435
131156|1098| 26.00| 5849.682|  3.695| -2.885|   8.4|   7.337|  -7.337
131156|1099| 26.00| 5852.217|  4.548| -1.127|  41.5|   7.385|  -7.385
131156|1100| 26.00| 5853.149|  1.485| -5.089|  10.8|   7.395|  -7.395
131156|1101| 26.00| 5856.083|  4.294| -1.513|  33.5|   7.353|  -7.353
131156|1102| 26.00| 5858.779|  4.220| -2.156|  12.3|   7.322|  -7.322
131156|1103| 26.00| 5859.578|  4.548| -0.489|  74.9|   7.339|  -7.339
131156|1104| 26.00| 5861.107|  4.283| -2.327|  11.4|   7.516|  -7.516
131156|1105| 26.00| 5880.029|  4.558| -1.877|   8.1|   7.172|  -7.172
131156|1106| 26.00| 5881.279|  4.607| -1.741|  14.6|   7.382|  -7.382
131156|1107| 26.00| 5902.485|  4.593| -1.783|  12.6|   7.333|  -7.333
131156|1108| 26.00| 5905.689|  4.652| -0.650|  60.8|   7.398|  -7.398
131156|1109| 26.00| 5916.249|  2.453| -2.882|  63.4|   7.434|  -7.434
131156|1111| 26.00| 5929.667|  4.548| -1.140|  41.5|   7.397|  -7.397
131156|1112| 26.00| 5934.653|  3.929| -1.015|  84.7|   7.427|  -7.427
131156|1115| 26.00| 5984.814|  4.733| -0.129|  94.9|   7.459|  -7.459
131156|1116| 26.00| 5987.066|  4.795| -0.307|  72.6|   7.362|  -7.362
131156|1117| 26.00| 6003.010|  3.882| -0.903|  89.1|   7.333|  -7.333
131156|1118| 26.00| 6027.050|  4.076| -1.065|  67.2|   7.366|  -7.366
131156|1119| 26.00| 6034.033|  4.312| -2.335|   9.1|   7.434|  -7.434
131156|1120| 26.00| 6093.666|  4.607| -1.297|  30.7|   7.372|  -7.372
131156|1121| 26.00| 6094.364|  4.652| -1.557|  19.5|   7.392|  -7.392
131156|1122| 26.00| 6096.662|  3.984| -1.758|  40.4|   7.399|  -7.399
131156|1123| 26.00| 6105.152|  4.548| -1.916|  11.6|   7.367|  -7.367
131156|1124| 26.00| 6127.909|  4.143| -1.352|  49.0|   7.346|  -7.346
131156|1125| 26.00| 6165.361|  4.143| -1.434|  45.0|   7.346|  -7.346
131156|1126| 26.00| 6187.398|  2.832| -4.094|   4.1|   7.315|  -7.315
131156|1127| 26.00| 6187.987|  3.943| -1.587|  51.2|   7.388|  -7.388
131156|1128| 26.00| 6199.507|  2.559| -4.283|   4.6|   7.276|  -7.276
131156|1129| 26.00| 6213.429|  2.223| -2.562|  95.0|   7.426|  -7.426
131156|1130| 26.00| 6220.776|  3.882| -2.322|  17.8|   7.325|  -7.325
131156|1132| 26.00| 6226.730|  3.883| -2.055|  31.4|   7.402|  -7.402
131156|1134| 26.00| 6302.494|  3.686| -1.163|  95.1|   7.437|  -7.437
131156|1135| 26.00| 6330.838|  4.733| -1.152|  36.0|   7.454|  -7.454
131156|1138| 26.00| 6392.538|  2.279| -3.939|  20.7|   7.379|  -7.379
131156|1139| 26.00| 6436.411|  4.186| -2.337|   9.0|   7.288|  -7.288
131156|1142| 26.00| 6496.469|  4.795| -0.483|  65.2|   7.404|  -7.404
131156|1143| 26.00| 6591.325|  4.593| -1.957|  10.1|   7.365|  -7.365
131156|1144| 26.00| 6608.024|  2.279| -3.952|  22.7|   7.432|  -7.432
131156|1145| 26.00| 6627.540|  4.548| -1.452|  33.2|   7.489|  -7.489
131156|1146| 26.00| 6646.932|  2.608| -3.931|  11.5|   7.385|  -7.385
131156|1147| 26.00| 6667.417|  2.453| -4.315|   4.3|   7.141|  -7.141
131156|1149| 26.00| 6703.568|  2.759| -3.008|  38.9|   7.336|  -7.336
131156|1150| 26.00| 6710.316|  1.485| -4.813|  19.9|   7.383|  -7.383
131156|1152| 26.00| 6725.353|  4.103| -2.178|  19.0|   7.414|  -7.414
131156|1153| 26.00| 6726.661|  4.607| -1.003|  51.2|   7.433|  -7.433
131156|1154| 26.00| 6732.070|  4.584| -2.111|   5.9|   7.245|  -7.245
131156|1155| 26.00| 6733.151|  4.638| -1.403|  27.9|   7.407|  -7.407
131156|1156| 26.00| 6745.090|  4.580| -2.065|   8.5|   7.368|  -7.368
131156|1157| 26.00| 6745.955|  4.076| -2.632|   7.6|   7.376|  -7.376
131156|1158| 26.00| 6746.953|  2.608| -4.337|   5.4|   7.423|  -7.423
131156|1162| 26.00| 6806.847|  2.727| -3.098|  39.4|   7.396|  -7.396
131156|1163| 26.00| 6810.257|  4.607| -0.927|  52.4|   7.391|  -7.391
131156|1165| 26.00| 6828.590|  4.638| -0.790|  58.8|   7.395|  -7.395
131156|1166| 26.00| 6833.224|  4.638| -1.988|  10.5|   7.447|  -7.447
131156|1167| 26.00| 6839.831|  2.559| -3.362|  34.6|   7.389|  -7.389
131156|1168| 26.00| 6843.648|  4.548| -0.764|  61.7|   7.343|  -7.343
131156|1169| 26.00| 6855.159|  4.558| -0.575|  77.0|   7.391|  -7.391
131156|1170| 26.00| 6857.243|  4.076| -2.053|  22.8|   7.369|  -7.369
131156|1172| 26.00| 6861.945|  2.424| -3.787|  19.5|   7.316|  -7.316
131156|1173| 26.00| 6862.492|  4.558| -1.405|  34.1|   7.465|  -7.465
131156|1174| 26.00| 6898.289|  4.220| -2.108|  15.6|   7.347|  -7.347
131156|1178| 26.00| 6999.878|  4.103| -1.351|  59.3|   7.404|  -7.404
131156|1179| 26.00| 7000.618|  4.143| -2.106|  19.2|   7.383|  -7.383
131156|1180| 26.00| 7007.963|  4.178| -1.830|  29.1|   7.383|  -7.383
131156| 204| 26.01| 5234.625|  3.221| -2.271|  75.6|  -7.395|   7.395
131156| 205| 26.01| 5264.812|  3.230| -3.108|  33.7|  -7.327|   7.327
131156| 207| 26.01| 5525.125|  3.267| -4.007|   7.5|  -7.352|   7.352
131156| 208| 26.01| 6432.680|  2.891| -3.579|  31.6|  -7.381|   7.381
131156|2002| 26.01| 5325.553|  3.221| -3.210|  30.8|  -7.349|   7.349
131156|2003| 26.01| 5425.257|  3.199| -3.221|  31.7|  -7.359|   7.359
131156|2005| 26.01| 5991.376|  3.153| -3.540|  23.0|  -7.390|   7.390
131156|2006| 26.01| 6084.111|  3.199| -3.791|  14.3|  -7.399|   7.399
131156|2008| 26.01| 6149.258|  3.889| -2.720|  26.5|  -7.376|   7.376
131156|2010| 26.01| 6247.557|  3.892| -2.336|  41.9|  -7.366|   7.366

