#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2021-10-02T01:37:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ6157b7b5343e92	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/PASJ/57/27&tab:{J/PASJ/57/27/tablee2}&key:source=J/PASJ/57/27/tablee2&HTTPPRM:&
#-source=J/PASJ/57/27/tablee2
#-order=I
#-out=HD
#HD=121370
#-out=Line
#-out=Elem
#-out=lambda
#-out=Chi
#-out=loggf
#-out=EW
#-out=abund1
#-out=abund2
#

#RESOURCE=yCat_100570027
#Name: J/PASJ/57/27
#Title: Atmospheric parameters of nearby F-K stars (Takeda+, 2005)
#Table	J_PASJ_57_27_tablee2:
#Name: J/PASJ/57/27/tablee2
#Title: EW data and the Fe abundances for the 160 program stars + Sun (999999)
#Column	HD	(A6)	HD number (G1)	[ucd=]
#Column	Line	(I4)	line number	[ucd=]
#Column	Elem	(F6.2)	FeI: 26.00 FeII: 26.01	[ucd=]
#Column	lambda	(F9.3)	wavelength	[ucd=]
#Column	Chi	(F7.3)	lower excitation potential	[ucd=]
#Column	loggf	(F7.3)	adopted log(gf) value	[ucd=]
#Column	EW	(F6.1)	equivalent width	[ucd=]
#Column	abund1	(F8.3)	Fe abundance (sign inversed for Fe II lines) [+A(FeI),-A(FeII)]	[ucd=]
#Column	abund2	(F8.3)	Fe abundance (sign inversed for Fe I lines) [-A(FeI),+A(FeII)]	[ucd=]
HD|Line|Elem|lambda|Chi|loggf|EW|abund1|abund2
121370|1042| 26.00| 5365.396|  3.573| -1.202|  99.5|   7.852|  -7.852
121370|1044| 26.00| 5379.574|  3.695| -1.447|  78.0|   7.845|  -7.845
121370|1047| 26.00| 5395.215|  4.446| -1.682|  24.6|   7.822|  -7.822
121370|1048| 26.00| 5398.277|  4.446| -0.483|  83.0|   7.604|  -7.604
121370|1049| 26.00| 5401.264|  4.320| -1.666|  34.5|   7.907|  -7.907
121370|1050| 26.00| 5406.770|  4.371| -1.394|  36.1|   7.703|  -7.703
121370|1052| 26.00| 5417.039|  4.415| -1.347|  49.6|   7.912|  -7.912
121370|1056| 26.00| 5441.354|  4.312| -1.511|  41.0|   7.859|  -7.859
121370|1058| 26.00| 5464.278|  4.143| -1.545|  57.4|   8.004|  -8.004
121370|1059| 26.00| 5470.092|  4.446| -1.522|  39.0|   7.942|  -7.942
121370|1063| 26.00| 5522.447|  4.209| -1.373|  59.1|   7.918|  -7.918
121370|1066| 26.00| 5552.691|  4.956| -1.704|   6.5|   7.627|  -7.627
121370|1070| 26.00| 5577.031|  5.033| -1.446|  14.6|   7.822|  -7.822
121370|1073| 26.00| 5608.974|  4.209| -2.287|  13.6|   7.912|  -7.912
121370|1074| 26.00| 5618.631|  4.209| -1.233|  61.3|   7.806|  -7.806
121370|1075| 26.00| 5619.587|  4.386| -1.409|  43.1|   7.844|  -7.844
121370|1077| 26.00| 5638.262|  4.220| -0.663|  87.1|   7.635|  -7.635
121370|1079| 26.00| 5650.704|  5.085| -0.672|  65.7|   8.037|  -8.037
121370|1080| 26.00| 5651.470|  4.473| -1.747|  28.0|   7.978|  -7.978
121370|1081| 26.00| 5652.320|  4.260| -1.731|  34.9|   7.916|  -7.916
121370|1082| 26.00| 5653.889|  4.386| -1.334|  38.0|   7.675|  -7.675
121370|1084| 26.00| 5679.025|  4.652| -0.626|  65.9|   7.659|  -7.659
121370|1086| 26.00| 5731.762|  4.256| -1.050|  55.4|   7.563|  -7.563
121370|1088| 26.00| 5752.023|  4.548| -0.846|  70.2|   7.822|  -7.822
121370|1091| 26.00| 5775.080|  4.220| -1.059|  73.2|   7.807|  -7.807
121370|1092| 26.00| 5793.913|  4.220| -1.578|  43.2|   7.864|  -7.864
121370|1098| 26.00| 5849.682|  3.695| -2.885|   8.3|   7.808|  -7.808
121370|1099| 26.00| 5852.217|  4.548| -1.127|  54.5|   7.881|  -7.881
121370|1101| 26.00| 5856.083|  4.294| -1.513|  46.8|   7.925|  -7.925
121370|1102| 26.00| 5858.779|  4.220| -2.156|  17.0|   7.891|  -7.891
121370|1103| 26.00| 5859.578|  4.548| -0.489|  96.6|   7.828|  -7.828
121370|1104| 26.00| 5861.107|  4.283| -2.327|  11.4|   7.917|  -7.917
121370|1108| 26.00| 5905.689|  4.652| -0.650|  69.2|   7.722|  -7.722
121370|1112| 26.00| 5934.653|  3.929| -1.015|  73.9|   7.504|  -7.504
121370|1117| 26.00| 6003.010|  3.882| -0.903|  93.6|   7.648|  -7.648
121370|1118| 26.00| 6027.050|  4.076| -1.065|  75.1|   7.709|  -7.709
121370|1119| 26.00| 6034.033|  4.312| -2.335|  12.2|   7.977|  -7.977
121370|1120| 26.00| 6093.666|  4.607| -1.297|  31.5|   7.705|  -7.705
121370|1121| 26.00| 6094.364|  4.652| -1.557|  24.0|   7.838|  -7.838
121370|1122| 26.00| 6096.662|  3.984| -1.758|  38.9|   7.748|  -7.748
121370|1123| 26.00| 6105.152|  4.548| -1.916|  13.8|   7.819|  -7.819
121370|1125| 26.00| 6165.361|  4.143| -1.434|  44.1|   7.651|  -7.651
121370|1127| 26.00| 6187.987|  3.943| -1.587|  41.4|   7.577|  -7.577
121370|1132| 26.00| 6226.730|  3.883| -2.055|  30.6|   7.797|  -7.797
121370|1135| 26.00| 6330.838|  4.733| -1.152|  37.8|   7.748|  -7.748
121370|1149| 26.00| 6703.568|  2.759| -3.008|  36.8|   7.825|  -7.825
121370|1150| 26.00| 6710.316|  1.485| -4.813|  15.7|   7.998|  -7.998
121370|1152| 26.00| 6725.353|  4.103| -2.178|  15.8|   7.730|  -7.730
121370|1153| 26.00| 6726.661|  4.607| -1.003|  50.6|   7.695|  -7.695
121370|1154| 26.00| 6732.070|  4.584| -2.111|   9.4|   7.834|  -7.834
121370|1155| 26.00| 6733.151|  4.638| -1.403|  30.9|   7.794|  -7.794
121370|1162| 26.00| 6806.847|  2.727| -3.098|  35.1|   7.850|  -7.850
121370|1163| 26.00| 6810.257|  4.607| -0.927|  53.5|   7.666|  -7.666
121370|1166| 26.00| 6833.224|  4.638| -1.988|  11.2|   7.837|  -7.837
121370|1168| 26.00| 6843.648|  4.548| -0.764|  58.9|   7.529|  -7.529
121370|1170| 26.00| 6857.243|  4.076| -2.053|  21.1|   7.727|  -7.727
121370|1174| 26.00| 6898.289|  4.220| -2.108|  16.7|   7.784|  -7.784
121370|2002| 26.01| 5325.553|  3.221| -3.210|  84.8|  -7.908|   7.908
121370|2003| 26.01| 5425.257|  3.199| -3.221|  81.2|  -7.832|   7.832
121370|2004| 26.01| 5427.826|  6.724| -1.487|  15.3|  -7.803|   7.803
121370|2005| 26.01| 5991.376|  3.153| -3.540|  63.2|  -7.787|   7.787
121370|2006| 26.01| 6084.111|  3.199| -3.791|  54.4|  -7.938|   7.938
121370|2008| 26.01| 6149.258|  3.889| -2.720|  54.6|  -7.480|   7.480

