#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-25T03:21:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614e9578cb8ec	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/PASJ/57/27/tablee2
#-nav=cat:J/PASJ/57/27&tab:{J/PASJ/57/27/tablee2}&key:source=J/PASJ/57/27/tablee2&HTTPPRM:&&-ref=VIZ614e9578cb8ec&-out.max=unlimited&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=HD&HD=186408&-out=Line&-out=Elem&-out=lambda&-out=Chi&-out=loggf&-out=EW&-out=abund1&-out=abund2&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/PASJ/57/27/tablee2
#-source=J/PASJ/57/27/tablee2
#-out=HD
#HD=186408
#-out=Line
#-out=Elem
#-out=lambda
#-out=Chi
#-out=loggf
#-out=EW
#-out=abund1
#-out=abund2
#

#RESOURCE=yCat_100570027
#Name: J/PASJ/57/27
#Title: Atmospheric parameters of nearby F-K stars (Takeda+, 2005)
#Table	J_PASJ_57_27_tablee2:
#Name: J/PASJ/57/27/tablee2
#Title: EW data and the Fe abundances for the 160 program stars + Sun (999999)
#Column	HD	(A6)	HD number (G1)	[ucd=]
#Column	Line	(I4)	line number	[ucd=]
#Column	Elem	(F6.2)	FeI: 26.00 FeII: 26.01	[ucd=]
#Column	lambda	(F9.3)	wavelength	[ucd=]
#Column	Chi	(F7.3)	lower excitation potential	[ucd=]
#Column	loggf	(F7.3)	adopted log(gf) value	[ucd=]
#Column	EW	(F6.1)	equivalent width	[ucd=]
#Column	abund1	(F8.3)	Fe abundance (sign inversed for Fe II lines) [+A(FeI),-A(FeII)]	[ucd=]
#Column	abund2	(F8.3)	Fe abundance (sign inversed for Fe I lines) [-A(FeI),+A(FeII)]	[ucd=]
HD|Line|Elem|lambda|Chi|loggf|EW|abund1|abund2
186408| 128| 26.00| 6240.645|  2.220| -3.269|  53.3|   7.543|  -7.543
186408| 129| 26.00| 6265.131|  2.176| -2.578|  91.6|   7.545|  -7.545
186408| 130| 26.00| 6271.276|  3.330| -2.751|  28.5|   7.622|  -7.622
186408| 132| 26.00| 6297.792|  2.223| -2.740|  80.5|   7.537|  -7.537
186408| 133| 26.00| 6311.500|  2.832| -3.141|  32.2|   7.601|  -7.601
186408| 134| 26.00| 6322.690|  2.588| -2.326|  82.0|   7.532|  -7.532
186408| 136| 26.00| 6481.869|  2.279| -2.933|  69.3|   7.548|  -7.548
186408| 137| 26.00| 6498.937|  0.958| -4.632|  49.2|   7.524|  -7.524
186408| 138| 26.00| 6518.365|  2.830| -2.564|  66.8|   7.682|  -7.682
186408| 139| 26.00| 6574.225|  0.990| -4.980|  30.5|   7.545|  -7.545
186408| 141| 26.00| 6593.871|  2.433| -2.359|  88.9|   7.513|  -7.513
186408| 142| 26.00| 6609.110|  2.559| -2.616|  68.0|   7.483|  -7.483
186408| 144| 26.00| 6667.725|  4.580| -2.125|  10.5|   7.637|  -7.637
186408| 145| 26.00| 6699.162|  4.590| -2.081|   9.3|   7.541|  -7.541
186408| 147| 26.00| 6750.150|  2.424| -2.570|  79.6|   7.523|  -7.523
186408| 148| 26.00| 6752.705|  4.640| -1.186|  38.8|   7.526|  -7.526
186408| 149| 26.00| 6793.252|  4.080| -2.366|  16.7|   7.631|  -7.631
186408| 151| 26.00| 6804.275|  4.580| -1.776|  17.1|   7.536|  -7.536
186408| 152| 26.00| 6837.016|  4.590| -1.750|  21.6|   7.652|  -7.652
186408| 153| 26.00| 6854.838|  4.590| -1.876|  13.6|   7.522|  -7.522
186408| 154| 26.00| 6945.203|  2.424| -2.456|  85.0|   7.493|  -7.493
186408| 155| 26.00| 6971.933|  3.020| -3.344|  12.6|   7.414|  -7.414
186408| 156| 26.00| 6978.850|  2.484| -2.461|  81.7|   7.492|  -7.492
186408| 157| 26.00| 7112.168|  2.990| -2.906|  40.9|   7.649|  -7.649
186408|1029| 26.00| 5197.929|  4.301| -1.438|  39.6|   7.555|  -7.555
186408|1030| 26.00| 5206.801|  4.283| -2.396|   8.8|   7.601|  -7.601
186408|1031| 26.00| 5223.187|  3.635| -2.231|  33.2|   7.572|  -7.572
186408|1032| 26.00| 5242.491|  3.634| -0.906|  89.9|   7.487|  -7.487
186408|1033| 26.00| 5253.023|  2.279| -3.819|  21.8|   7.557|  -7.557
186408|1034| 26.00| 5279.654|  3.301| -3.544|   4.2|   7.456|  -7.456
186408|1035| 26.00| 5285.118|  4.434| -1.465|  33.3|   7.569|  -7.569
186408|1036| 26.00| 5288.528|  3.695| -1.525|  60.1|   7.493|  -7.493
186408|1037| 26.00| 5300.412|  4.593| -2.234|   5.5|   7.506|  -7.506
186408|1039| 26.00| 5308.707|  4.256| -2.361|   7.1|   7.433|  -7.433
186408|1040| 26.00| 5320.039|  3.642| -2.486|  23.5|   7.597|  -7.597
186408|1041| 26.00| 5321.109|  4.434| -1.198|  44.5|   7.542|  -7.542
186408|1042| 26.00| 5365.396|  3.573| -1.202|  81.1|   7.506|  -7.506
186408|1043| 26.00| 5376.826|  4.294| -1.983|  16.9|   7.529|  -7.529
186408|1044| 26.00| 5379.574|  3.695| -1.447|  64.0|   7.492|  -7.492
186408|1045| 26.00| 5385.579|  3.695| -3.008|   7.3|   7.553|  -7.553
186408|1046| 26.00| 5389.479|  4.415| -0.285|  82.3|   7.391|  -7.391
186408|1047| 26.00| 5395.215|  4.446| -1.682|  23.1|   7.552|  -7.552
186408|1048| 26.00| 5398.277|  4.446| -0.483|  76.1|   7.475|  -7.475
186408|1052| 26.00| 5417.039|  4.415| -1.347|  39.8|   7.566|  -7.566
186408|1054| 26.00| 5436.297|  4.386| -1.250|  43.1|   7.510|  -7.510
186408|1055| 26.00| 5436.587|  2.279| -3.264|  47.2|   7.539|  -7.539
186408|1056| 26.00| 5441.354|  4.312| -1.511|  37.9|   7.588|  -7.588
186408|1057| 26.00| 5443.409|  4.103| -2.752|   4.6|   7.467|  -7.467
186408|1058| 26.00| 5464.278|  4.143| -1.545|  41.5|   7.541|  -7.541
186408|1062| 26.00| 5517.069|  4.209| -1.979|  18.5|   7.487|  -7.487
186408|1063| 26.00| 5522.447|  4.209| -1.373|  47.3|   7.539|  -7.539
186408|1064| 26.00| 5546.500|  4.371| -1.018|  54.4|   7.494|  -7.494
186408|1065| 26.00| 5549.948|  3.695| -2.762|  12.7|   7.572|  -7.572
186408|1066| 26.00| 5552.691|  4.956| -1.704|   9.3|   7.557|  -7.557
186408|1067| 26.00| 5559.638|  4.988| -1.614|   9.8|   7.525|  -7.525
186408|1069| 26.00| 5568.867|  3.635| -2.817|  10.9|   7.490|  -7.490
186408|1070| 26.00| 5577.031|  5.033| -1.446|  15.0|   7.615|  -7.615
186408|1071| 26.00| 5587.573|  4.143| -1.593|  39.4|   7.525|  -7.525
186408|1072| 26.00| 5595.075|  5.064| -1.633|   8.0|   7.514|  -7.514
186408|1073| 26.00| 5608.974|  4.209| -2.287|  12.5|   7.578|  -7.578
186408|1074| 26.00| 5618.631|  4.209| -1.233|  53.0|   7.510|  -7.510
186408|1075| 26.00| 5619.587|  4.386| -1.409|  36.3|   7.512|  -7.512
186408|1076| 26.00| 5636.696|  3.640| -2.495|  23.4|   7.585|  -7.585
186408|1077| 26.00| 5638.262|  4.220| -0.663|  82.5|   7.527|  -7.527
186408|1078| 26.00| 5650.020|  5.099| -0.749|  39.9|   7.563|  -7.563
186408|1079| 26.00| 5650.704|  5.085| -0.672|  45.0|   7.618|  -7.618
186408|1080| 26.00| 5651.470|  4.473| -1.747|  23.1|   7.629|  -7.629
186408|1081| 26.00| 5652.320|  4.260| -1.731|  30.5|   7.586|  -7.586
186408|1082| 26.00| 5653.889|  4.386| -1.334|  37.6|   7.454|  -7.454
186408|1084| 26.00| 5679.025|  4.652| -0.626|  62.9|   7.525|  -7.525
186408|1085| 26.00| 5680.241|  4.186| -2.306|  10.8|   7.499|  -7.499
186408|1086| 26.00| 5731.762|  4.256| -1.050|  62.8|   7.552|  -7.552
186408|1087| 26.00| 5732.275|  4.991| -1.400|  18.1|   7.625|  -7.625
186408|1088| 26.00| 5752.023|  4.548| -0.846|  58.9|   7.556|  -7.556
186408|1089| 26.00| 5753.121|  4.260| -0.594|  75.4|   7.366|  -7.366
186408|1090| 26.00| 5760.345|  3.642| -2.438|  28.5|   7.647|  -7.647
186408|1091| 26.00| 5775.080|  4.220| -1.059|  65.7|   7.576|  -7.576
186408|1092| 26.00| 5793.913|  4.220| -1.578|  38.7|   7.562|  -7.562
186408|1093| 26.00| 5814.805|  4.283| -1.797|  28.0|   7.609|  -7.609
186408|1094| 26.00| 5827.875|  3.283| -3.165|  13.9|   7.605|  -7.605
186408|1095| 26.00| 5835.098|  4.256| -2.113|  15.9|   7.566|  -7.566
186408|1096| 26.00| 5837.700|  4.294| -2.255|  10.4|   7.526|  -7.526
186408|1097| 26.00| 5845.266|  5.033| -1.673|   9.9|   7.620|  -7.620
186408|1098| 26.00| 5849.682|  3.695| -2.885|  10.2|   7.570|  -7.570
186408|1099| 26.00| 5852.217|  4.548| -1.127|  45.4|   7.567|  -7.567
186408|1100| 26.00| 5853.149|  1.485| -5.089|   7.9|   7.472|  -7.472
186408|1101| 26.00| 5856.083|  4.294| -1.513|  37.8|   7.556|  -7.556
186408|1102| 26.00| 5858.779|  4.220| -2.156|  15.2|   7.549|  -7.549
186408|1103| 26.00| 5859.578|  4.548| -0.489|  75.1|   7.472|  -7.472
186408|1104| 26.00| 5861.107|  4.283| -2.327|   9.7|   7.551|  -7.551
186408|1105| 26.00| 5880.029|  4.558| -1.877|  17.1|   7.657|  -7.657
186408|1106| 26.00| 5881.279|  4.607| -1.741|  19.3|   7.636|  -7.636
186408|1107| 26.00| 5902.485|  4.593| -1.783|  16.4|   7.575|  -7.575
186408|1108| 26.00| 5905.689|  4.652| -0.650|  63.3|   7.556|  -7.556
186408|1109| 26.00| 5916.249|  2.453| -2.882|  64.7|   7.642|  -7.642
186408|1110| 26.00| 5927.786|  4.652| -0.987|  46.6|   7.552|  -7.552
186408|1111| 26.00| 5929.667|  4.548| -1.140|  43.9|   7.549|  -7.549
186408|1112| 26.00| 5934.653|  3.929| -1.015|  80.5|   7.536|  -7.536
186408|1115| 26.00| 5984.814|  4.733| -0.129|  84.2|   7.472|  -7.472
186408|1116| 26.00| 5987.066|  4.795| -0.307|  70.2|   7.457|  -7.457
186408|1117| 26.00| 6003.010|  3.882| -0.903|  87.5|   7.505|  -7.505
186408|1118| 26.00| 6027.050|  4.076| -1.065|  69.0|   7.530|  -7.530
186408|1119| 26.00| 6034.033|  4.312| -2.335|  10.7|   7.628|  -7.628
186408|1120| 26.00| 6093.666|  4.607| -1.297|  35.5|   7.578|  -7.578
186408|1121| 26.00| 6094.364|  4.652| -1.557|  23.0|   7.588|  -7.588
186408|1122| 26.00| 6096.662|  3.984| -1.758|  42.3|   7.568|  -7.568
186408|1123| 26.00| 6105.152|  4.548| -1.916|  13.5|   7.548|  -7.548
186408|1124| 26.00| 6127.909|  4.143| -1.352|  52.1|   7.525|  -7.525
186408|1125| 26.00| 6165.361|  4.143| -1.434|  49.2|   7.547|  -7.547
186408|1126| 26.00| 6187.398|  2.832| -4.094|   5.6|   7.632|  -7.632
186408|1127| 26.00| 6187.987|  3.943| -1.587|  53.2|   7.565|  -7.565
186408|1128| 26.00| 6199.507|  2.559| -4.283|   5.2|   7.518|  -7.518
186408|1129| 26.00| 6213.429|  2.223| -2.562|  89.2|   7.542|  -7.542
186408|1130| 26.00| 6220.776|  3.882| -2.322|  21.4|   7.561|  -7.561
186408|1132| 26.00| 6226.730|  3.883| -2.055|  35.7|   7.625|  -7.625
186408|1133| 26.00| 6229.225|  2.845| -2.877|  45.7|   7.626|  -7.626
186408|1135| 26.00| 6330.838|  4.733| -1.152|  37.7|   7.580|  -7.580
186408|1137| 26.00| 6367.111|  4.795| -2.373|   2.8|   7.486|  -7.486
186408|1138| 26.00| 6392.538|  2.279| -3.939|  21.3|   7.589|  -7.589
186408|1139| 26.00| 6436.411|  4.186| -2.337|  12.3|   7.562|  -7.562
186408|1142| 26.00| 6496.469|  4.795| -0.483|  68.8|   7.580|  -7.580
186408|1143| 26.00| 6591.325|  4.593| -1.957|  11.9|   7.550|  -7.550
186408|1144| 26.00| 6608.024|  2.279| -3.952|  20.6|   7.569|  -7.569
186408|1145| 26.00| 6627.540|  4.548| -1.452|  30.9|   7.544|  -7.544
186408|1146| 26.00| 6646.932|  2.608| -3.931|  10.6|   7.526|  -7.526
186408|1147| 26.00| 6667.417|  2.453| -4.315|   6.0|   7.483|  -7.483
186408|1149| 26.00| 6703.568|  2.759| -3.008|  42.6|   7.579|  -7.579
186408|1150| 26.00| 6710.316|  1.485| -4.813|  16.7|   7.514|  -7.514
186408|1151| 26.00| 6712.441|  4.988| -2.071|   3.6|   7.464|  -7.464
186408|1152| 26.00| 6725.353|  4.103| -2.178|  20.9|   7.589|  -7.589
186408|1153| 26.00| 6726.661|  4.607| -1.003|  51.8|   7.557|  -7.557
186408|1154| 26.00| 6732.070|  4.584| -2.111|   9.4|   7.569|  -7.569
186408|1155| 26.00| 6733.151|  4.638| -1.403|  29.6|   7.547|  -7.547
186408|1156| 26.00| 6745.090|  4.580| -2.065|  11.9|   7.636|  -7.636
186408|1157| 26.00| 6745.955|  4.076| -2.632|   6.6|   7.430|  -7.430
186408|1158| 26.00| 6746.953|  2.608| -4.337|   5.2|   7.587|  -7.587
186408|1159| 26.00| 6783.264|  2.559| -4.550|   3.6|   7.578|  -7.578
186408|1162| 26.00| 6806.847|  2.727| -3.098|  38.4|   7.549|  -7.549
186408|1163| 26.00| 6810.257|  4.607| -0.927|  55.8|   7.565|  -7.565
186408|1165| 26.00| 6828.590|  4.638| -0.790|  60.7|   7.547|  -7.547
186408|1166| 26.00| 6833.224|  4.638| -1.988|  10.0|   7.523|  -7.523
186408|1167| 26.00| 6839.831|  2.559| -3.362|  34.0|   7.556|  -7.556
186408|1168| 26.00| 6843.648|  4.548| -0.764|  65.4|   7.529|  -7.529
186408|1169| 26.00| 6855.159|  4.558| -0.575|  75.8|   7.519|  -7.519
186408|1170| 26.00| 6857.243|  4.076| -2.053|  26.8|   7.588|  -7.588
186408|1172| 26.00| 6861.945|  2.424| -3.787|  20.1|   7.520|  -7.520
186408|1173| 26.00| 6862.492|  4.558| -1.405|  35.5|   7.595|  -7.595
186408|1174| 26.00| 6898.289|  4.220| -2.108|  21.5|   7.641|  -7.641
186408|1175| 26.00| 6916.678|  4.154| -1.197|  66.1|   7.568|  -7.568
186408|1176| 26.00| 6960.338|  4.593| -1.890|  17.4|   7.666|  -7.666
186408|1177| 26.00| 6988.523|  2.404| -3.442|  39.0|   7.570|  -7.570
186408|1178| 26.00| 6999.878|  4.103| -1.351|  63.1|   7.610|  -7.610
186408|1179| 26.00| 7000.618|  4.143| -2.106|  20.1|   7.525|  -7.525
186408|1180| 26.00| 7007.963|  4.178| -1.830|  34.7|   7.622|  -7.622
186408|1182| 26.00| 7022.953|  4.191| -1.061|  78.8|   7.692|  -7.692
186408|1185| 26.00| 7038.222|  4.217| -1.115|  68.8|   7.588|  -7.588
186408|1186| 26.00| 7057.950|  3.654| -3.420|   4.5|   7.615|  -7.615
186408|1187| 26.00| 7069.533|  2.559| -4.296|   7.3|   7.639|  -7.639
186408|1188| 26.00| 7072.814|  4.076| -2.722|  10.1|   7.710|  -7.710
186408|1189| 26.00| 7083.395|  4.913| -1.250|  24.2|   7.510|  -7.510
186408|1190| 26.00| 7086.722|  3.602| -2.507|  30.3|   7.637|  -7.637
186408|1191| 26.00| 7090.378|  4.230| -0.992|  70.8|   7.510|  -7.510
186408|1192| 26.00| 7107.460|  4.186| -1.935|  27.3|   7.576|  -7.576
186408|1194| 26.00| 7132.979|  4.076| -1.595|  44.7|   7.492|  -7.492
186408|1195| 26.00| 7142.503|  4.956| -0.892|  42.9|   7.593|  -7.593
186408|1197| 26.00| 7158.474|  3.654| -2.759|  18.6|   7.646|  -7.646
186408| 204| 26.01| 5234.625|  3.221| -2.271|  92.6|  -7.561|   7.561
186408| 205| 26.01| 5264.812|  3.230| -3.108|  53.9|  -7.582|   7.582
186408| 206| 26.01| 5414.073|  3.221| -3.568|  34.0|  -7.582|   7.582
186408| 207| 26.01| 5525.125|  3.267| -4.007|  18.9|  -7.651|   7.651
186408| 208| 26.01| 6432.680|  2.891| -3.579|  48.5|  -7.552|   7.552
186408| 209| 26.01| 6516.080|  2.891| -3.302|  69.4|  -7.690|   7.690
186408|2002| 26.01| 5325.553|  3.221| -3.210|  49.6|  -7.582|   7.582
186408|2003| 26.01| 5425.257|  3.199| -3.221|  47.4|  -7.518|   7.518
186408|2005| 26.01| 5991.376|  3.153| -3.540|  38.2|  -7.566|   7.566
186408|2006| 26.01| 6084.111|  3.199| -3.791|  25.7|  -7.561|   7.561
186408|2007| 26.01| 6141.033|  3.230| -4.872|   2.5|  -7.478|   7.478
186408|2008| 26.01| 6149.258|  3.889| -2.720|  42.3|  -7.533|   7.533
186408|2009| 26.01| 6239.953|  3.889| -3.423|  15.7|  -7.532|   7.532
186408|2010| 26.01| 6247.557|  3.892| -2.336|  61.5|  -7.555|   7.555
186408|2011| 26.01| 6269.967|  3.245| -4.355|   7.0|  -7.446|   7.446
186408|2012| 26.01| 6446.410|  6.222| -1.938|   4.0|  -7.436|   7.436
186408|2013| 26.01| 6456.383|  3.903| -2.142|  69.0|  -7.509|   7.509

